EBELN,EBELP,LIFNR,NAME1,MATNR,TXZ01,MATKL,BUKRS,EKORG,EKGRP,WERKS,MENGE,MEINS,NETPR,WAERS,NETWR,BEDAT,EINDT,BUDAT,KONNR,ZTERM,FRGKE,ERNAM,AENAM,CHANGE_COUNT
4500453,00010,0000100046,Ridgeway Materials SpA,MAT-100217,Compact connector type 32 (Maintenance services),MG45,2000,2000,P04,2010,54.0,EA,116.57,USD,6294.78,2025-10-12,2025-11-13,2025-11-16,460046417,Z030,Approved,BUYER11,BUYER11,4
4500453,00020,0000100046,Ridgeway Materials SpA,MAT-100532,Compact control unit type 37 (Chemicals and lubricants),MG30,2000,2000,P04,2010,257.0,KG,40.56,USD,10423.92,2025-10-12,2025-11-13,2025-11-16,460046732,Z030,Approved,BUYER11,BUYER11,3
4500453,00030,0000100046,Ridgeway Materials SpA,MAT-100140,Stainless clamp type 21 (Logistics and freight),MG50,2000,2000,P04,2010,52.0,H,453.06,USD,23559.12,2025-10-12,2025-11-13,2025-11-16,460046340,Z030,Approved,BUYER11,BUYER11,2
4500454,00010,0000100046,Ridgeway Materials SpA,MAT-100511,Reinforced bracket type 34 (Mechanical parts),MG15,2000,2000,P06,2010,57.0,PC,246.96,USD,14076.72,2025-11-01,2025-11-25,2025-11-26,460046711,Z030,Approved,BUYER01,BUYER01,0
4500455,00010,0000100047,Stonebridge Engineering Sp. z o.o.,MAT-100049,Modular coupling type 8 (Maintenance services),MG45,3000,3000,P06,3010,56.0,H,97.04,GBP,5434.24,2025-01-11,2025-02-10,2025-02-07,460047249,Z060,Approved,BUYER04,BUYER04,0
4500455,00020,0000100047,Stonebridge Engineering Sp. z o.o.,MAT-100455,Stainless connector type 26 (Office and facility supplies),MG35,3000,3000,P06,3010,366.0,BOX,41.9,GBP,15335.4,2025-01-11,2025-02-10,2025-02-07,460047655,Z060,Approved,BUYER04,BUYER04,3
4500455,00030,0000100047,Stonebridge Engineering Sp. z o.o.,MAT-100609,Stainless adapter type 8 (Packaging materials),MG25,3000,3000,P06,3010,151.0,PC,3.8,GBP,573.8,2025-01-11,2025-02-10,2025-02-07,460047809,Z060,Approved,BUYER04,BUYER04,3
4500456,00010,0000100047,Stonebridge Engineering Sp. z o.o.,MAT-100056,Low-friction sensor type 9 (Logistics and freight),MG50,3000,3000,P01,3010,52.0,EA,118.78,GBP,6176.56,2025-02-09,2025-03-25,2025-03-25,460047256,Z060,Approved,BUYER11,BUYER11,4
4500456,00020,0000100047,Stonebridge Engineering Sp. z o.o.,MAT-100189,Reinforced connector type 28 (Packaging materials),MG25,3000,3000,P01,3010,57.0,PC,7.66,GBP,436.62,2025-02-09,2025-03-25,2025-03-25,460047389,Z060,Approved,BUYER11,BUYER11,4
4500456,00030,0000100047,Stonebridge Engineering Sp. z o.o.,MAT-100455,Stainless connector type 26 (Office and facility supplies),MG35,3000,3000,P01,3010,294.0,BOX,44.48,GBP,13077.12,2025-02-09,2025-03-25,2025-03-25,460047655,Z060,Approved,BUYER11,BUYER11,4
4500457,00010,0000100047,Stonebridge Engineering Sp. z o.o.,MAT-100189,Reinforced connector type 28 (Packaging materials),MG25,3000,3000,P02,3010,286.0,PC,7.85,GBP,2245.1,2025-03-22,2025-04-19,2025-04-17,460047389,Z060,Approved,BUYER12,BUYER12,3
4500457,00020,0000100047,Stonebridge Engineering Sp. z o.o.,MAT-100056,Low-friction sensor type 9 (Logistics and freight),MG50,3000,3000,P02,3010,15.0,EA,110.21,GBP,1653.15,2025-03-22,2025-04-19,2025-04-17,460047256,Z060,Approved,BUYER12,BUYER12,2
4500458,00010,0000100047,Stonebridge Engineering Sp. z o.o.,MAT-100049,Modular coupling type 8 (Maintenance services),MG45,3000,3000,P04,3010,39.0,H,99.64,GBP,3885.96,2025-04-30,2025-05-31,2025-05-27,460047249,Z060,Approved,BUYER08,BUYER08,1
4500459,00010,0000100047,Stonebridge Engineering Sp. z o.o.,MAT-100049,Modular coupling type 8 (Maintenance services),MG45,3000,3000,P06,3010,25.0,H,99.57,GBP,2489.25,2025-06-05,2025-07-07,2025-07-09,460047249,Z060,Approved,BUYER01,BUYER01,4
4500459,00020,0000100047,Stonebridge Engineering Sp. z o.o.,MAT-100455,Stainless connector type 26 (Office and facility supplies),MG35,3000,3000,P06,3010,206.0,BOX,42.07,GBP,8666.42,2025-06-05,2025-07-07,2025-07-09,460047655,Z060,Approved,BUYER01,BUYER01,4
4500460,00010,0000100047,Stonebridge Engineering Sp. z o.o.,MAT-100189,Reinforced connector type 28 (Packaging materials),MG25,3000,3000,P02,3010,79.0,PC,8.13,GBP,642.27,2025-07-07,2025-08-20,2025-08-19,460047389,Z060,Approved,BUYER07,BUYER07,0
4500460,00020,0000100047,Stonebridge Engineering Sp. z o.o.,MAT-100056,Low-friction sensor type 9 (Logistics and freight),MG50,3000,3000,P02,3010,55.0,EA,108.45,GBP,5964.75,2025-07-07,2025-08-20,2025-08-19,460047256,Z060,Approved,BUYER07,BUYER07,2
4500460,00030,0000100047,Stonebridge Engineering Sp. z o.o.,MAT-100455,Stainless connector type 26 (Office and facility supplies),MG35,3000,3000,P02,3010,39.0,BOX,43.09,GBP,1680.51,2025-07-07,2025-08-20,2025-08-19,460047655,Z060,Approved,BUYER07,BUYER07,3
4500460,00040,0000100047,Stonebridge Engineering Sp. z o.o.,MAT-100609,Stainless adapter type 8 (Packaging materials),MG25,3000,3000,P02,3010,183.0,PC,3.67,GBP,671.61,2025-07-07,2025-08-20,2025-08-19,460047809,Z060,Approved,BUYER07,BUYER07,1
4500461,00010,0000100047,Stonebridge Engineering Sp. z o.o.,MAT-100049,Modular coupling type 8 (Maintenance services),MG45,3000,3000,P04,3010,31.0,H,94.47,GBP,2928.57,2025-08-17,2025-07-29,2025-09-25,460047249,Z060,Approved,BUYER05,BUYER05,0
4500462,00010,0000100047,Stonebridge Engineering Sp. z o.o.,MAT-100609,Stainless adapter type 8 (Packaging materials),MG25,3000,3000,P05,3010,31.0,PC,3.56,GBP,110.36,2025-09-27,2025-10-29,2025-10-29,460047809,Z060,Open,BUYER03,BUYER03,4
4500462,00020,0000100047,Stonebridge Engineering Sp. z o.o.,MAT-100189,Reinforced connector type 28 (Packaging materials),MG25,3000,3000,P05,3010,257.0,PC,7.73,GBP,1986.61,2025-09-27,2025-10-29,2025-10-29,460047389,Z060,Open,BUYER03,BUYER03,3
4500463,00010,0000100047,Stonebridge Engineering Sp. z o.o.,MAT-100609,Stainless adapter type 8 (Packaging materials),MG25,3000,3000,P05,3010,328.0,PC,3.79,GBP,1243.12,2025-10-27,2025-12-01,2025-11-30,460047809,Z060,Approved,BUYER12,BUYER12,3
4500464,00010,0000100048,Tallowood Technologies Oy,MAT-100616,Compact sensor type 9 (Chemicals and lubricants),MG30,4000,4000,P02,4010,297.0,L,36.5,CHF,10840.5,2025-01-10,2025-01-30,2025-01-30,460048816,NT45,Approved,BUYER04,BUYER04,2
4500465,00010,0000100048,Tallowood Technologies Oy,MAT-100133,Heavy-duty spindle type 20 (Maintenance services),MG45,4000,4000,P02,4010,8.0,EA,138.91,CHF,1111.28,2025-02-02,2025-02-20,2025-02-20,460048333,NT45,Approved,BUYER05,BUYER05,2
4500466,00010,0000100048,Tallowood Technologies Oy,MAT-100133,Heavy-duty spindle type 20 (Maintenance services),MG45,4000,4000,P03,4010,28.0,EA,142.47,CHF,3989.16,2025-03-10,2025-04-24,2025-04-24,460048333,NT45,Approved,BUYER06,BUYER06,4
4500466,00020,0000100048,Tallowood Technologies Oy,MAT-100049,Modular coupling type 8 (Maintenance services),MG45,4000,4000,P03,4010,20.0,H,109.54,CHF,2190.8,2025-03-10,2025-04-24,2025-04-24,460048249,NT45,Approved,BUYER06,BUYER06,2
4500466,00030,0000100048,Tallowood Technologies Oy,MAT-100301,High-temperature spindle type 4 (Maintenance services),MG45,4000,4000,P03,4010,254.0,H,96.79,CHF,24584.66,2025-03-10,2025-04-24,2025-04-24,460048501,NT45,Approved,BUYER06,BUYER06,1
4500466,00040,0000100048,Tallowood Technologies Oy,MAT-100616,Compact sensor type 9 (Chemicals and lubricants),MG30,4000,4000,P03,4010,144.0,L,20.11,CHF,2895.84,2025-03-10,2025-04-24,2025-04-24,460048816,NT45,Approved,BUYER06,BUYER06,3
4500467,00010,0000100048,Tallowood Technologies Oy,MAT-100049,Modular coupling type 8 (Maintenance services),MG45,4000,4000,P02,4010,43.0,H,113.35,CHF,4874.05,2025-03-30,2025-05-03,2025-05-02,460048249,NT45,Approved,BUYER06,BUYER06,0
4500467,00020,0000100048,Tallowood Technologies Oy,MAT-100154,Modular filter type 23 (Safety equipment),MG60,4000,4000,P02,4010,43.0,BOX,199.7,CHF,8587.1,2025-03-30,2025-05-03,2025-05-02,460048354,NT45,Approved,BUYER06,BUYER06,1
4500467,00030,0000100048,Tallowood Technologies Oy,MAT-100133,Heavy-duty spindle type 20 (Maintenance services),MG45,4000,4000,P02,4010,58.0,EA,143.36,CHF,8314.88,2025-03-30,2025-05-03,2025-05-02,460048333,NT45,Approved,BUYER06,BUYER06,2
4500468,00010,0000100048,Tallowood Technologies Oy,MAT-100049,Modular coupling type 8 (Maintenance services),MG45,4000,4000,P01,4010,8.0,H,110.56,CHF,884.48,2025-05-01,2025-06-10,2025-06-05,460048249,NT45,Approved,BUYER02,BUYER02,0
4500468,00020,0000100048,Tallowood Technologies Oy,MAT-100154,Modular filter type 23 (Safety equipment),MG60,4000,4000,P01,4010,26.0,BOX,190.09,CHF,4942.34,2025-05-01,2025-06-10,2025-06-05,460048354,NT45,Approved,BUYER02,BUYER02,2
4500468,00030,0000100048,Tallowood Technologies Oy,MAT-100301,High-temperature spindle type 4 (Maintenance services),MG45,4000,4000,P01,4010,95.0,H,96.19,CHF,9138.05,2025-05-01,2025-06-10,2025-06-05,460048501,NT45,Approved,BUYER02,BUYER02,1
4500469,00010,0000100048,Tallowood Technologies Oy,MAT-100616,Compact sensor type 9 (Chemicals and lubricants),MG30,4000,4000,P05,4010,220.0,L,19.08,CHF,4197.6,2025-05-27,2025-06-23,2025-06-22,460048816,NT45,Approved,BUYER05,BUYER05,4
4500470,00010,0000100048,Tallowood Technologies Oy,MAT-100301,High-temperature spindle type 4 (Maintenance services),MG45,4000,4000,P05,4010,287.0,H,92.33,CHF,26498.71,2025-06-20,2025-07-14,2025-07-13,460048501,NT45,Approved,BUYER02,BUYER02,1
4500470,00020,0000100048,Tallowood Technologies Oy,MAT-100616,Compact sensor type 9 (Chemicals and lubricants),MG30,4000,4000,P05,4010,76.0,L,19.98,CHF,1518.48,2025-06-20,2025-07-14,2025-07-13,460048816,NT45,Approved,BUYER02,BUYER02,2
4500471,00010,0000100048,Tallowood Technologies Oy,MAT-100182,Compact bracket type 27 (Raw steel and metals),MG20,4000,4000,P02,4010,135.52,TO,2.77,CHF,375.39,2025-07-12,2025-08-08,2025-08-10,460048382,NT45,Approved,BUYER12,BUYER12,4
4500471,00020,0000100048,Tallowood Technologies Oy,MAT-100154,Modular filter type 23 (Safety equipment),MG60,4000,4000,P02,4010,36.96,BOX,194.27,CHF,7180.22,2025-07-12,2025-08-08,2025-08-10,460048354,NT45,Approved,BUYER12,BUYER12,4
4500471,00030,0000100048,Tallowood Technologies Oy,MAT-100049,Modular coupling type 8 (Maintenance services),MG45,4000,4000,P02,4010,46.64,H,106.29,CHF,4957.37,2025-07-12,2025-08-08,2025-08-10,460048249,NT45,Approved,BUYER12,BUYER12,1
4500471,00040,0000100048,Tallowood Technologies Oy,MAT-100301,High-temperature spindle type 4 (Maintenance services),MG45,4000,4000,P02,4010,310.64,H,93.99,CHF,29197.05,2025-07-12,2025-08-08,2025-08-10,460048501,NT45,Approved,BUYER12,BUYER12,1
4500472,00010,0000100048,Tallowood Technologies Oy,MAT-100616,Compact sensor type 9 (Chemicals and lubricants),MG30,4000,4000,P05,4010,200.0,L,19.11,CHF,3822.0,2025-08-07,2025-09-05,2025-08-31,460048816,NT45,Open,BUYER07,BUYER07,0
4500473,00010,0000100048,Tallowood Technologies Oy,MAT-100616,Compact sensor type 9 (Chemicals and lubricants),MG30,4000,4000,P03,4010,103.0,L,20.71,CHF,2133.13,2025-08-28,2025-10-04,2025-10-03,460048816,NT45,Approved,BUYER05,BUYER05,2
4500473,00020,0000100048,Tallowood Technologies Oy,MAT-100182,Compact bracket type 27 (Raw steel and metals),MG20,4000,4000,P03,4010,101.0,TO,2.75,CHF,277.75,2025-08-28,2025-10-04,2025-10-03,460048382,NT45,Approved,BUYER05,BUYER05,0
4500473,00030,0000100048,Tallowood Technologies Oy,MAT-100133,Heavy-duty spindle type 20 (Maintenance services),MG45,4000,4000,P03,4010,7.0,EA,146.06,CHF,1022.42,2025-08-28,2025-10-04,2025-10-03,460048333,NT45,Approved,BUYER05,BUYER05,4
4500473,00040,0000100048,Tallowood Technologies Oy,MAT-100301,High-temperature spindle type 4 (Maintenance services),MG45,4000,4000,P03,4010,169.0,H,91.3,CHF,15429.7,2025-08-28,2025-10-04,2025-10-03,460048501,NT45,Approved,BUYER05,BUYER05,1
4500474,00010,0000100048,Tallowood Technologies Oy,MAT-100154,Modular filter type 23 (Safety equipment),MG60,4000,4000,P06,4010,933.82,BOX,185.95,CHF,173643.83,2025-09-29,2025-11-06,2025-11-07,460048354,NT45,Approved,BUYER02,BUYER02,1
4500474,00020,0000100048,Tallowood Technologies Oy,MAT-100049,Modular coupling type 8 (Maintenance services),MG45,4000,4000,P06,4010,32.0,H,106.62,CHF,3411.84,2025-09-29,2025-11-06,2025-11-07,460048249,NT45,Approved,BUYER02,BUYER02,1
4500474,00030,0000100048,Tallowood Technologies Oy,MAT-100182,Compact bracket type 27 (Raw steel and metals),MG20,4000,4000,P06,4010,213.0,TO,2.63,CHF,560.19,2025-09-29,2025-11-06,2025-11-07,460048382,NT45,Approved,BUYER02,BUYER02,4
4500475,00010,0000100048,Tallowood Technologies Oy,MAT-100301,High-temperature spindle type 4 (Maintenance services),MG45,4000,4000,P06,4010,141.0,H,97.96,CHF,13812.36,2025-11-02,2025-11-24,2025-11-26,460048501,NT45,Approved,BUYER12,BUYER12,4
4500475,00020,0000100048,Tallowood Technologies Oy,MAT-100133,Heavy-duty spindle type 20 (Maintenance services),MG45,4000,4000,P06,4010,13.0,EA,143.01,CHF,1859.13,2025-11-02,2025-11-24,2025-11-26,460048333,NT45,Approved,BUYER12,BUYER12,1
4500475,00030,0000100048,Tallowood Technologies Oy,MAT-100616,Compact sensor type 9 (Chemicals and lubricants),MG30,4000,4000,P06,4010,116.0,L,19.57,CHF,2270.12,2025-11-02,2025-11-24,2025-11-26,460048816,NT45,Approved,BUYER12,BUYER12,0
4500476,00010,0000100049,Ullswater Engineering Sp. z o.o.,MAT-100091,Low-friction sensor type 14 (Mechanical parts),MG15,1000,1000,P02,1020,1.0,EA,790.33,EUR,790.33,2025-01-12,2025-02-10,2025-02-10,460049291,NT30,Approved,BUYER08,BUYER08,2
4500476,00020,0000100049,Ullswater Engineering Sp. z o.o.,MAT-100014,Heavy-duty bearing type 3 (Raw steel and metals),MG20,1000,1000,P02,1020,195.0,TO,18.35,EUR,3578.25,2025-01-12,2025-02-10,2025-02-10,460049214,NT30,Approved,BUYER08,BUYER08,0
4500476,00030,0000100049,Ullswater Engineering Sp. z o.o.,MAT-100336,High-temperature pulley type 9 (Electrical components),MG10,1000,1000,P02,1020,33.0,EA,481.06,EUR,15874.98,2025-01-12,2025-02-10,2025-02-10,,NT30,Approved,BUYER08,BUYER08,0
4500476,00040,0000100049,Ullswater Engineering Sp. z o.o.,MAT-100609,Stainless adapter type 8 (Packaging materials),MG25,1000,1000,P02,1020,261.0,PC,4.19,EUR,1093.59,2025-01-12,2025-02-10,2025-02-10,460049809,NT30,Approved,BUYER08,BUYER08,2
4500477,00010,0000100049,Ullswater Engineering Sp. z o.o.,MAT-100014,Heavy-duty bearing type 3 (Raw steel and metals),MG20,1000,1000,P06,1010,31.0,TO,18.71,EUR,580.01,2025-02-27,2025-03-30,2025-03-26,460049214,NT30,Approved,BUYER02,BUYER02,0
4500477,00020,0000100049,Ullswater Engineering Sp. z o.o.,MAT-100392,Compact bearing type 17 (Logistics and freight),MG50,1000,1000,P06,1010,43.0,H,472.59,EUR,20321.37,2025-02-27,2025-03-30,2025-03-26,460049592,NT30,Approved,BUYER02,BUYER02,4
4500478,00010,0000100049,Ullswater Engineering Sp. z o.o.,MAT-100609,Stainless adapter type 8 (Packaging materials),MG25,1000,1000,P02,1020,189.0,PC,4.24,EUR,801.36,2025-04-06,2025-05-09,2025-05-07,460049809,NT30,Open,BUYER04,BUYER04,2
4500479,00010,0000100049,Ullswater Engineering Sp. z o.o.,MAT-100091,Low-friction sensor type 14 (Mechanical parts),MG15,1000,1000,P02,1010,9.0,EA,766.23,EUR,6896.07,2025-05-15,2025-06-13,2025-06-10,460049291,NT30,Approved,BUYER06,BUYER06,4
4500480,00010,0000100049,Ullswater Engineering Sp. z o.o.,MAT-100392,Compact bearing type 17 (Logistics and freight),MG50,1000,1000,P01,1020,27.0,H,440.57,EUR,11895.39,2025-06-22,2025-07-29,2025-07-30,460049592,NT30,Approved,BUYER08,BUYER08,4
4500480,00020,0000100049,Ullswater Engineering Sp. z o.o.,MAT-100336,High-temperature pulley type 9 (Electrical components),MG10,1000,1000,P01,1020,31.0,EA,461.75,EUR,14314.25,2025-06-22,2025-07-29,2025-07-30,,NT30,Approved,BUYER08,BUYER08,0
4500480,00030,0000100049,Ullswater Engineering Sp. z o.o.,MAT-100014,Heavy-duty bearing type 3 (Raw steel and metals),MG20,1000,1000,P01,1020,199.0,TO,17.59,EUR,3500.41,2025-06-22,2025-07-29,2025-07-30,460049214,NT30,Approved,BUYER08,BUYER08,3
4500480,00040,0000100049,Ullswater Engineering Sp. z o.o.,MAT-100392,Compact bearing type 17 (Logistics and freight),MG50,1000,1000,P01,1020,27.0,H,440.57,EUR,11895.39,2025-06-22,2025-07-29,2025-07-30,460049592,NT30,Approved,BUYER08,BUYER08,4
4500481,00010,0000100049,Ullswater Engineering Sp. z o.o.,MAT-100609,Stainless adapter type 8 (Packaging materials),MG25,1000,1000,P03,1020,146.0,PC,4.06,EUR,592.76,2025-07-25,2025-08-21,2025-08-16,460049809,NT30,Approved,BUYER12,BUYER12,4
4500481,00020,0000100049,Ullswater Engineering Sp. z o.o.,MAT-100091,Low-friction sensor type 14 (Mechanical parts),MG15,1000,1000,P03,1020,1.0,EA,839.13,EUR,839.13,2025-07-25,2025-08-21,2025-08-16,460049291,NT30,Approved,BUYER12,BUYER12,1
4500481,00030,0000100049,Ullswater Engineering Sp. z o.o.,MAT-100014,Heavy-duty bearing type 3 (Raw steel and metals),MG20,1000,1000,P03,1020,254.0,TO,18.61,EUR,4726.94,2025-07-25,2025-08-21,2025-08-16,460049214,NT30,Approved,BUYER12,BUYER12,2
4500481,00040,0000100049,Ullswater Engineering Sp. z o.o.,MAT-100392,Compact bearing type 17 (Logistics and freight),MG50,1000,1000,P03,1020,26.0,H,464.88,EUR,12086.88,2025-07-25,2025-08-21,2025-08-16,460049592,NT30,Approved,BUYER12,BUYER12,0
4500482,00010,0000100049,Ullswater Engineering Sp. z o.o.,MAT-100014,Heavy-duty bearing type 3 (Raw steel and metals),MG20,1000,1000,P03,1020,56.0,TO,17.64,EUR,987.84,2025-08-31,2025-10-04,2025-10-02,460049214,NT30,Approved,BUYER07,BUYER07,1
4500482,00020,0000100049,Ullswater Engineering Sp. z o.o.,MAT-100392,Compact bearing type 17 (Logistics and freight),MG50,1000,1000,P03,1020,47.0,H,468.03,EUR,21997.41,2025-08-31,2025-10-04,2025-10-02,460049592,NT30,Approved,BUYER07,BUYER07,0
4500482,00030,0000100049,Ullswater Engineering Sp. z o.o.,MAT-100091,Low-friction sensor type 14 (Mechanical parts),MG15,1000,1000,P03,1020,8.0,EA,781.19,EUR,6249.52,2025-08-31,2025-10-04,2025-10-02,460049291,NT30,Approved,BUYER07,BUYER07,0
4500483,00010,0000100049,Ullswater Engineering Sp. z o.o.,MAT-100609,Stainless adapter type 8 (Packaging materials),MG25,1000,1000,P02,1020,56.0,PC,4.23,EUR,236.88,2025-10-25,2025-12-05,2025-12-06,460049809,NT30,Approved,BUYER10,BUYER10,4
4500483,00020,0000100049,Ullswater Engineering Sp. z o.o.,MAT-100091,Low-friction sensor type 14 (Mechanical parts),MG15,1000,1000,P02,1020,4.0,EA,802.71,EUR,3210.84,2025-10-25,2025-12-05,2025-12-06,460049291,NT30,Approved,BUYER10,BUYER10,2
4500483,00030,0000100049,Ullswater Engineering Sp. z o.o.,MAT-100392,Compact bearing type 17 (Logistics and freight),MG50,1000,1000,P02,1020,39.0,H,429.01,EUR,16731.39,2025-10-25,2025-12-05,2025-12-06,460049592,NT30,Approved,BUYER10,BUYER10,2
4500484,00010,0000100050,Vinemount Systems Inc,MAT-100084,Stainless connector type 13 (Electrical components),MG10,2000,2000,P03,2010,7.0,EA,351.25,USD,2458.75,2025-01-11,2025-02-15,2025-02-18,,Z030,Approved,BUYER01,BUYER01,3
4500485,00010,0000100050,Vinemount Systems Inc,MAT-100084,Stainless connector type 13 (Electrical components),MG10,2000,2000,P02,2020,21.0,EA,367.55,USD,7718.55,2025-02-07,2025-02-26,2025-02-23,,Z030,Open,BUYER11,BUYER11,4
4500486,00010,0000100050,Vinemount Systems Inc,MAT-100084,Stainless connector type 13 (Electrical components),MG10,2000,2000,P06,2010,57.0,EA,373.06,USD,21264.42,2025-03-19,2025-04-26,2025-04-23,,Z030,Approved,BUYER02,BUYER02,3
4500487,00010,0000100050,Vinemount Systems Inc,MAT-100084,Stainless connector type 13 (Electrical components),MG10,2000,2000,P06,2010,33.0,EA,378.27,USD,12482.91,2025-04-21,2025-05-21,2025-05-23,,Z030,Approved,BUYER12,BUYER12,0
4500488,00010,0000100050,Vinemount Systems Inc,MAT-100084,Stainless connector type 13 (Electrical components),MG10,2000,2000,P02,2010,47.0,EA,360.07,USD,16923.29,2025-05-25,2025-06-17,2025-06-13,,Z030,Approved,BUYER08,BUYER08,1
4500489,00010,0000100050,Vinemount Systems Inc,MAT-100084,Stainless connector type 13 (Electrical components),MG10,2000,2000,P03,2010,32.0,EA,382.75,USD,12248.0,2025-07-04,2025-08-13,2025-08-08,,Z030,Approved,BUYER11,BUYER11,2
4500490,00010,0000100050,Vinemount Systems Inc,MAT-100084,Stainless connector type 13 (Electrical components),MG10,2000,2000,P02,2010,23.0,EA,353.48,USD,8130.04,2025-08-05,2025-08-20,2025-08-15,,Z030,Approved,BUYER02,BUYER02,1
4500491,00010,0000100050,Vinemount Systems Inc,MAT-100084,Stainless connector type 13 (Electrical components),MG10,2000,2000,P06,2020,24.0,EA,380.21,USD,9125.04,2025-08-28,2025-10-04,2025-09-30,,Z030,Approved,BUYER01,BUYER01,1
4500492,00010,0000100050,Vinemount Systems Inc,MAT-100084,Stainless connector type 13 (Electrical components),MG10,2000,2000,P04,2010,58.0,EA,365.35,USD,21190.3,2025-09-19,2025-10-12,2025-10-11,,Z030,Approved,BUYER10,BUYER10,3
4500493,00010,0000100050,Vinemount Systems Inc,MAT-100084,Stainless connector type 13 (Electrical components),MG10,2000,2000,P03,2020,41.0,EA,360.1,USD,14764.1,2025-10-22,2025-11-29,2025-11-28,,Z030,Approved,BUYER02,BUYER02,1
4500494,00010,0000100050,Vinemount Systems Inc,MAT-100084,Stainless connector type 13 (Electrical components),MG10,2000,2000,P02,2010,26.0,EA,366.37,USD,9525.62,2025-11-14,2025-12-08,2025-12-10,,Z030,Approved,BUYER02,BUYER02,0
4500495,00010,0000100051,Whitfield Logistics AS,MAT-100182,Compact bracket type 27 (Raw steel and metals),MG20,3000,3000,P01,3010,193.0,TO,2.37,GBP,457.41,2025-01-17,2025-01-30,2025-01-30,460051382,NT60,Approved,BUYER03,BUYER03,0
4500496,00010,0000100051,Whitfield Logistics AS,MAT-100182,Compact bracket type 27 (Raw steel and metals),MG20,3000,3000,P06,3010,73.0,TO,2.35,GBP,171.55,2025-03-02,2025-04-01,2025-04-04,460051382,NT60,Approved,BUYER03,BUYER03,2
4500497,00010,0000100051,Whitfield Logistics AS,MAT-100182,Compact bracket type 27 (Raw steel and metals),MG20,3000,3000,,3010,243.0,TO,2.49,GBP,605.07,2025-04-01,2025-04-18,2025-04-18,460051382,NT60,Approved,BUYER04,BUYER04,4
4500498,00010,0000100051,Whitfield Logistics AS,MAT-100182,Compact bracket type 27 (Raw steel and metals),MG20,3000,3000,P01,3010,44.0,TO,2.4,GBP,105.6,2025-05-09,2025-06-09,2025-06-09,460051382,NT60,Approved,BUYER11,BUYER11,3
4500499,00010,0000100051,Whitfield Logistics AS,MAT-100182,Compact bracket type 27 (Raw steel and metals),MG20,3000,3000,P05,3010,271.0,TO,2.55,GBP,691.05,2025-06-22,2025-07-29,2025-07-28,460051382,NT60,Approved,BUYER07,BUYER07,2
4500500,00010,0000100051,Whitfield Logistics AS,MAT-100182,Compact bracket type 27 (Raw steel and metals),MG20,3000,3000,P06,3010,205.0,TO,2.45,GBP,502.25,2025-08-04,2025-08-24,2025-08-27,460051382,NT60,Open,BUYER12,BUYER12,3
4500501,00010,0000100051,Whitfield Logistics AS,MAT-100182,Compact bracket type 27 (Raw steel and metals),MG20,3000,3000,P01,3010,369.0,TO,2.55,GBP,940.95,2025-09-23,2025-11-04,2025-11-02,460051382,NT60,Approved,BUYER06,BUYER06,2
4500502,00010,0000100051,Whitfield Logistics AS,MAT-100182,Compact bracket type 27 (Raw steel and metals),MG20,3000,3000,P04,3010,351.0,TO,2.44,GBP,856.44,2025-11-02,2025-12-01,2025-11-30,460051382,NT60,Approved,BUYER05,BUYER05,1
4500503,00010,0000100052,Yardley Supply Ltd,MAT-100609,Stainless adapter type 8 (Packaging materials),MG25,4000,4000,P05,4010,72.0,PC,3.96,CHF,285.12,2025-01-06,2025-01-27,2025-01-22,460052809,NT60,Approved,BUYER08,BUYER08,3
4500503,00020,0000100052,Yardley Supply Ltd,MAT-100511,Reinforced bracket type 34 (Mechanical parts),MG15,4000,4000,P05,4010,24.0,PC,213.3,CHF,5119.2,2025-01-06,2025-01-27,2025-01-22,460052711,NT60,Approved,BUYER08,BUYER08,2
4500504,00010,0000100052,Yardley Supply Ltd,MAT-100294,High-temperature filter type 3 (IT hardware),MG40,4000,4000,P05,4010,10.0,PC,1026.69,CHF,10266.9,2025-02-11,2025-02-27,2025-03-01,,NT60,Approved,BUYER07,BUYER07,3
4500504,00020,0000100052,Yardley Supply Ltd,MAT-100609,Stainless adapter type 8 (Packaging materials),MG25,4000,4000,P05,4010,248.0,PC,4.13,CHF,1024.24,2025-02-11,2025-02-27,2025-03-01,460052809,NT60,Approved,BUYER07,BUYER07,3
4500504,00030,0000100052,Yardley Supply Ltd,MAT-100294,High-temperature filter type 3 (IT hardware),MG40,4000,4000,P05,4010,10.0,PC,1026.69,CHF,10266.9,2025-02-11,2025-02-27,2025-03-01,,NT60,Approved,BUYER07,BUYER07,3
4500505,00010,0000100052,Yardley Supply Ltd,MAT-100623,Reinforced cartridge type 10 (Office and facility supplies),MG35,4000,4000,P02,4010,107.0,PC,11.44,CHF,1224.08,2025-03-14,2025-04-04,2025-04-05,460052823,NT60,Approved,BUYER11,BUYER11,4
4500505,00020,0000100052,Yardley Supply Ltd,MAT-100098,Precision adapter type 15 (Raw steel and metals),MG20,4000,4000,P02,4010,54.0,TO,14.09,CHF,760.86,2025-03-14,2025-04-04,2025-04-05,460052298,NT60,Approved,BUYER11,BUYER11,1
4500506,00010,0000100052,Yardley Supply Ltd,MAT-100476,Stainless connector type 29 (Logistics and freight),MG50,4000,4000,P03,4010,28.0,H,291.99,CHF,8175.72,2025-04-05,2025-04-21,2025-04-18,460052676,NT60,Approved,BUYER02,BUYER02,1
