EBELN,EBELP,LIFNR,NAME1,MATNR,TXZ01,MATKL,BUKRS,EKORG,EKGRP,WERKS,MENGE,MEINS,NETPR,WAERS,NETWR,BEDAT,EINDT,BUDAT,KONNR,ZTERM,FRGKE,ERNAM,AENAM,CHANGE_COUNT,POSTING_DATE,SPEND_CATEGORY,SUB_CATEGORY,CONTRACT_STATUS,PREFERRED_SUPPLIER,BASELINE_PRICE,ACTUAL_PRICE,PAYMENT_STATUS
5501238,00010,0000200022,Quarry Supply Ltd,SPM-100186,Low-friction clamp type 18,MG60,2000,2000,P05,2020,7.0,KG,1824.82,USD,12773.74,2025-06-29,2025-08-05,2025-08-02,460022386,NT60,Approved,BUYER14,BUYER09,2,2025-07-16,Professional Services,Audit,Contracted,Preferred,1824.82,1824.82,Paid
5501238,00020,0000200022,Quarry Supply Ltd,SPM-100054,Stainless licence pack type 19,MG50,2000,2000,P04,2020,16.0,EA,182.97,USD,2927.52,2025-07-05,2025-07-23,2025-07-26,460022254,Z045,Approved,BUYER06,BUYER08,3,2025-07-16,Logistics,Warehousing,Contracted,Preferred,182.97,182.97,Open
5501801,00010,0000200004,Ravenna Systems Inc,SPM-100084,Compact licence pack type 29,MG15,4000,4000,P01,4010,32.0,KG,640.65,CHF,20500.8,2025-07-03,2025-07-18,2025-07-22,460004284,NT30,Approved,BUYER07,BUYER04,1,2025-07-16,Components,Fasteners,Contracted,Non-preferred,640.65,640.65,Paid
5501813,00010,0000200020,Orchard Manufacturing AG,SPM-100243,Recycled bearing type 37,MG35,5000,5000,P02,5010,78.0,L,4567.52,SEK,356266.56,2025-07-12,2025-08-21,2025-08-24,460020443,NT30,Approved,BUYER12,BUYER05,2,2025-07-16,Facilities,Energy,Contracted,Non-preferred,4567.52,4567.52,Overdue
5501830,00010,0000200005,Kestrel Trading BV,SPM-100045,Modular seal ring type 16,MG55,5000,5000,P03,5010,44.0,BOX,5078.86,SEK,223469.84,2025-07-12,2025-07-29,2025-07-29,460005245,NT60,Approved,BUYER10,BUYER13,1,2025-07-16,Laboratory,Instruments,Contracted,Preferred,5078.86,5078.86,Paid
5501228,00010,0000200014,Harbourview Components SA,SPM-100024,Recycled seal ring type 9,MG41,4000,4000,P05,4010,26.0,BOX,195.6,CHF,5085.6,2025-07-02,2025-07-24,2025-07-24,460014224,Z030,Approved,BUYER08,BUYER07,3,2025-07-17,IT and Telecom,Network,Contracted,Preferred,195.6,195.6,Overdue
5501228,00020,0000200014,Harbourview Components SA,SPM-100069,Reinforced control unit type 24,MG55,4000,4000,P02,4010,12.0,KG,631.2,CHF,7574.4,2025-07-07,2025-08-07,2025-08-06,460014269,Z045,Approved,BUYER07,BUYER01,2,2025-07-17,Laboratory,Instruments,Contracted,Preferred,631.2,631.2,Paid
5501228,00030,0000200014,Harbourview Components SA,SPM-100258,High-temperature valve type 42,MG60,4000,4000,P01,4010,2.0,L,1297.15,CHF,2594.3,2025-07-14,2025-08-10,2025-08-09,460014458,NT45,Approved,BUYER01,BUYER07,0,2025-07-17,Professional Services,Audit,Contracted,Preferred,1297.15,1297.15,Paid
5501239,00010,0000200022,Quarry Supply Ltd,SPM-100129,Stainless licence pack type 44,MG30,2000,2000,P05,2020,319.0,L,17.85,USD,5694.15,2025-07-11,2025-07-29,2025-07-26,460022329,NT45,Approved,BUYER13,BUYER04,3,2025-07-17,Raw Materials,Metals,Contracted,Preferred,17.85,17.85,Paid
5501224,00010,0000200011,Ember Components SA,SPM-100111,Recycled licence pack type 38,MG25,1000,1000,P04,1020,357.0,EA,11.09,EUR,3959.13,2025-07-09,2025-07-22,2025-07-25,460011311,NT45,Approved,BUYER05,BUYER03,1,2025-07-18,Packaging,Films,Contracted,Non-preferred,11.09,11.09,Overdue
5501224,00020,0000200011,Ember Components SA,SPM-100099,Precision relay type 34,MG35,1000,1000,P02,1020,25.0,L,395.72,EUR,9893.0,2025-07-01,2025-08-06,2025-08-03,460011299,NT60,Approved,BUYER14,BUYER11,2,2025-07-18,Facilities,Cleaning,Contracted,Non-preferred,395.72,395.72,Overdue
5501224,00030,0000200011,Ember Components SA,SPM-100048,Stainless adapter type 17,MG40,1000,1000,P04,1020,5.0,EA,1562.26,EUR,7811.3,2025-07-13,2025-08-13,2025-08-17,460011248,NT60,Approved,BUYER13,BUYER12,3,2025-07-18,IT and Telecom,Hardware,Contracted,Non-preferred,1562.26,1562.26,Paid
5501226,00010,0000200012,Fairmont Materials SpA,SPM-100036,High-temperature control unit type 13,MG15,2000,2000,P03,2020,43.0,L,561.96,USD,24164.28,2025-07-05,2025-07-16,2025-07-13,460012236,NT60,Approved,BUYER13,BUYER13,1,2025-07-18,Components,Fasteners,Contracted,Preferred,561.96,561.96,Paid
5501226,00020,0000200012,Fairmont Materials SpA,SPM-100357,Stainless cartridge type 30,MG55,2000,2000,P01,2020,1.0,EA,2086.58,USD,2086.58,2025-07-12,2025-07-30,2025-08-03,460012557,Z030,Approved,BUYER06,BUYER13,1,2025-07-18,Laboratory,Consumables,Contracted,Preferred,2086.58,2086.58,Paid
5501226,00030,0000200012,Fairmont Materials SpA,SPM-100111,Recycled licence pack type 38,MG25,2000,2000,P01,2010,346.0,EA,12.04,USD,4165.84,2025-07-12,2025-07-22,2025-07-25,460012311,NT45,Approved,BUYER03,BUYER14,3,2025-07-18,Packaging,Films,Contracted,Preferred,12.04,12.04,Paid
5501230,00010,0000200015,Ironwood Industrie GmbH,SPM-100021,Heavy-duty pallet type 8,MG55,5000,5000,P02,5010,3.0,EA,18588.82,SEK,55766.46,2025-07-16,2025-08-05,2025-08-06,460015221,NT45,Approved,BUYER12,BUYER13,2,2025-07-18,Laboratory,Consumables,Contracted,Preferred,18588.82,18588.82,Paid
5501241,00010,0000200023,Redstone Materials SpA,SPM-100234,Modular seal ring type 34,MG60,3000,3000,P01,3010,9.0,BOX,986.97,GBP,8882.73,2025-07-11,2025-07-28,2025-07-29,460023434,NT30,Approved,BUYER07,BUYER05,0,2025-07-18,Professional Services,Consulting,Contracted,Preferred,986.97,986.97,Overdue
5501620,00010,0000200011,Ember Components SA,SPM-100252,Reinforced valve type 40,MG10,1000,1000,P01,1010,33.0,KG,561.95,EUR,18544.35,2025-07-03,2025-07-16,2025-07-16,,Z045,Approved,BUYER12,BUYER06,3,2025-07-18,Components,Electrical,Not contracted,Non-preferred,561.95,561.95,Paid
5501212,00010,0000200004,Ravenna Systems Inc,SPM-900006,Precision tooling assembly type 3,MG90,4000,4000,P04,4010,7.0,PC,913.66,CHF,6395.62,2025-07-03,2025-07-27,2025-07-27,460004106,NT30,Approved,BUYER02,BUYER10,1,2025-07-19,Specialised Tooling,Custom Tooling,Contracted,Preferred,913.66,913.66,Paid
5501212,00020,0000200004,Ravenna Systems Inc,SPM-100333,High-temperature valve type 22,MG55,4000,4000,P03,4010,8.0,L,2359.48,CHF,18875.84,2025-07-10,2025-08-01,2025-07-29,460004533,NT30,Approved,BUYER13,BUYER10,0,2025-07-19,Laboratory,Consumables,Contracted,Preferred,2359.48,2359.48,Open
5501218,00010,0000200008,Bramble Logistics AS,SPM-100036,High-temperature control unit type 13,MG15,3000,3000,P01,3010,7.0,L,439.44,GBP,3076.08,2025-07-08,2025-07-21,2025-07-20,460008236,NT60,Approved,BUYER08,BUYER14,2,2025-07-19,Components,Fasteners,Contracted,Preferred,439.44,439.44,Open
5501218,00020,0000200008,Bramble Logistics AS,SPM-100183,Insulated bracket type 17,MG25,3000,3000,P03,3010,322.0,BOX,9.53,GBP,3068.66,2025-07-09,2025-08-14,2025-08-11,460008383,NT45,Approved,BUYER12,BUYER11,1,2025-07-19,Packaging,Labels,Contracted,Preferred,9.53,9.53,Paid
5501225,00010,0000200011,Ember Components SA,SPM-100048,Stainless adapter type 17,MG40,1000,1000,P02,1010,9.0,EA,1532.94,EUR,13796.46,2025-07-07,2025-07-25,2025-07-29,460011248,NT60,Approved,BUYER11,BUYER02,0,2025-07-19,IT and Telecom,Hardware,Contracted,Non-preferred,1532.94,1532.94,Paid
5501231,00010,0000200016,Juniper Materials SpA,SPM-100237,Precision licence pack type 35,MG55,1000,1000,P05,1010,7.0,EA,1202.5,EUR,8417.5,2025-07-12,2025-08-03,2025-08-01,460016437,Z030,Approved,BUYER02,BUYER07,2,2025-07-20,Laboratory,Consumables,Contracted,Non-preferred,1202.5,1202.5,Open
5501231,00020,0000200016,Juniper Materials SpA,SPM-100132,Low-friction control unit type 45,MG15,1000,1000,P01,1010,43.0,BOX,636.15,EUR,27354.45,2025-07-16,2025-07-30,2025-08-01,460016332,NT60,Approved,BUYER01,BUYER08,3,2025-07-20,Components,Fasteners,Contracted,Non-preferred,636.15,636.15,Paid
5501252,00010,0000200028,Westford Technologies Oy,SPM-100150,Certified terminal block type 6,MG50,3000,3000,P02,3010,50.0,EA,400.55,GBP,20027.5,2025-07-07,2025-07-18,2025-07-15,460028350,NT30,Approved,BUYER01,BUYER08,2,2025-07-20,Logistics,Warehousing,Contracted,Preferred,400.55,400.55,Overdue
5501265,00010,0000200037,Glenmore Technologies Oy,SPM-100162,Industrial pulley type 10,MG60,2000,2000,P02,2010,9.0,BOX,1851.89,USD,16667.01,2025-07-12,2025-08-19,2025-08-16,460037362,NT45,Approved,BUYER08,BUYER05,0,2025-07-20,Professional Services,Audit,Contracted,Preferred,1851.89,1851.89,Paid
5501265,00020,0000200037,Glenmore Technologies Oy,SPM-100057,Heavy-duty relay type 20,MG20,2000,2000,P03,2020,249.0,KG,31.39,USD,7816.11,2025-07-08,2025-08-14,2025-08-18,460037257,Z045,Approved,BUYER13,BUYER14,0,2025-07-20,Raw Materials,Polymers,Contracted,Preferred,31.39,31.39,Overdue
5501265,00030,0000200037,Glenmore Technologies Oy,SPM-100345,High-temperature housing type 26,MG20,2000,2000,P03,2010,219.0,PC,9.66,USD,2115.54,2025-07-08,2025-08-09,2025-08-12,460037545,NT45,Approved,BUYER03,BUYER01,1,2025-07-20,Raw Materials,Metals,Contracted,Preferred,9.66,9.66,Overdue
5501276,00010,0000200042,Milbrook Components SA,SPM-100177,Stainless gasket type 15,MG30,2000,2000,P04,2010,126.0,BOX,2.07,USD,260.82,2025-07-18,2025-07-30,2025-07-27,460042377,Z030,Approved,BUYER12,BUYER05,2,2025-07-20,Raw Materials,Chemicals,Contracted,Preferred,2.07,2.07,Open
5501276,00020,0000200042,Milbrook Components SA,SPM-100012,Precision bearing type 5,MG10,2000,2000,P01,2010,39.0,KG,804.62,USD,31380.18,2025-07-01,2025-07-23,2025-07-20,460042212,NT60,Approved,BUYER10,BUYER10,3,2025-07-20,Components,Mechanical,Contracted,Preferred,804.62,804.62,Open
5501276,00030,0000200042,Milbrook Components SA,SPM-100348,Recycled pallet type 27,MG10,2000,2000,P01,2020,5.0,L,311.17,USD,1555.85,2025-07-03,2025-07-17,2025-07-14,460042548,Z030,Approved,BUYER07,BUYER04,0,2025-07-20,Components,Fasteners,Contracted,Preferred,311.17,311.17,Paid
5501632,00010,0000200016,Juniper Materials SpA,SPM-100087,Certified terminal block type 30,MG25,1000,1000,P02,1010,39.0,EA,11.64,EUR,453.96,2025-07-11,2025-08-12,2025-08-13,,NT60,Approved,BUYER02,BUYER09,2,2025-07-20,Packaging,Labels,Not contracted,Non-preferred,11.64,11.64,Paid
5501209,00010,0000200002,Bluepeak Logistics AS,SPM-100180,Recycled sensor type 16,MG15,2000,2000,P04,2010,8.0,EA,356.46,USD,2851.68,2025-07-16,2025-08-19,2025-08-18,460002380,NT45,Approved,BUYER08,BUYER07,2,2025-07-22,Components,Fasteners,Contracted,Preferred,356.46,356.46,Open
5501269,00010,0000200038,Hollowbrook Industrie GmbH,SPM-100210,Certified actuator type 26,MG60,3000,3000,P02,3010,8.0,L,1493.33,GBP,11946.64,2025-07-12,2025-07-28,2025-08-01,460038410,NT60,Approved,BUYER09,BUYER02,0,2025-07-22,Professional Services,Training,Contracted,Preferred,1493.33,1493.33,Open
5501269,00020,0000200038,Hollowbrook Industrie GmbH,SPM-100123,Recycled housing type 42,MG45,3000,3000,P05,3010,28.0,L,278.22,GBP,7790.16,2025-07-09,2025-08-12,2025-08-14,460038323,Z045,Approved,BUYER04,BUYER14,3,2025-07-22,Facilities,Energy,Contracted,Preferred,278.22,278.22,Paid
5501269,00030,0000200038,Hollowbrook Industrie GmbH,SPM-100231,Industrial adapter type 33,MG25,3000,3000,P02,3010,243.0,BOX,4.49,GBP,1091.07,2025-07-03,2025-07-20,2025-07-18,460038431,NT30,Approved,BUYER10,BUYER12,2,2025-07-22,Packaging,Films,Contracted,Preferred,4.49,4.49,Paid
5501596,00010,0000200001,Nordwind Components SA,SPM-100345,High-temperature housing type 26,MG20,1000,1000,P03,1020,50.0,PC,8.84,EUR,442.0,2025-07-15,2025-07-30,2025-07-30,,NT30,Approved,BUYER13,BUYER13,1,2025-07-22,Raw Materials,Metals,Not contracted,Non-preferred,8.84,8.84,Open
5501677,00010,0000200005,Kestrel Trading BV,SPM-100150,Certified terminal block type 6,MG50,5000,5000,P05,5010,112.0,EA,5247.78,SEK,587751.36,2025-07-04,2025-07-18,2025-07-20,,Z030,Approved,BUYER07,BUYER14,1,2025-07-22,Logistics,Warehousing,Not contracted,Preferred,5247.78,5247.78,Paid
5501806,00010,0000200003,Vertex Materials SpA,SPM-100243,Recycled bearing type 37,MG35,3000,3000,P02,3010,25.0,L,279.8,GBP,6995.0,2025-07-16,2025-08-09,2025-08-07,460003443,NT45,Approved,BUYER07,BUYER13,1,2025-07-22,Facilities,Energy,Contracted,Preferred,279.8,279.8,Paid
5501213,00010,0000200005,Kestrel Trading BV,SPM-100150,Certified terminal block type 6,MG50,5000,5000,P03,5010,43.0,EA,5257.75,SEK,226083.25,2025-07-04,2025-07-26,2025-07-27,460005350,NT60,Approved,BUYER14,BUYER11,2,2025-07-23,Logistics,Warehousing,Contracted,Preferred,5257.75,5257.75,Paid
5501248,00010,0000200027,Valemont Technologies Oy,SPM-100357,Stainless cartridge type 30,MG55,2000,2000,P04,2020,8.0,EA,2083.94,USD,16671.52,2025-07-21,2025-08-01,2025-07-31,460027557,Z030,Approved,BUYER02,BUYER07,1,2025-07-23,Laboratory,Consumables,Contracted,Preferred,2083.94,2083.94,Open
5501248,00020,0000200027,Valemont Technologies Oy,SPM-100006,Insulated seal ring type 3,MG50,2000,2000,P01,2020,14.0,BOX,552.52,USD,7735.28,2025-07-15,2025-08-07,2025-08-06,460027206,Z045,Approved,BUYER05,BUYER04,3,2025-07-23,Logistics,Couriers,Contracted,Preferred,552.52,552.52,Overdue
5501257,00010,0000200033,Cresthill Logistics AS,SPM-100285,Recycled relay type 6,MG55,3000,3000,P01,3010,5.0,L,1269.15,GBP,6345.75,2025-07-13,2025-08-14,2025-08-12,460033485,NT30,Approved,BUYER11,BUYER05,1,2025-07-23,Laboratory,Instruments,Contracted,Preferred,1269.15,1269.15,Overdue
5501257,00020,0000200033,Cresthill Logistics AS,SPM-100249,Recycled membrane type 39,MG20,3000,3000,P05,3010,32.0,EA,30.89,GBP,988.48,2025-07-11,2025-08-12,2025-08-09,460033449,NT60,Approved,BUYER07,BUYER08,1,2025-07-23,Raw Materials,Metals,Contracted,Preferred,30.89,30.89,Overdue
5501270,00010,0000200039,Inverness Technologies Oy,SPM-100336,Compact pallet type 23,MG40,4000,4000,P05,4010,2.0,KG,1994.08,CHF,3988.16,2025-07-16,2025-07-27,2025-07-29,460039536,Z030,Approved,BUYER06,BUYER13,0,2025-07-23,IT and Telecom,Hardware,Contracted,Preferred,1994.08,1994.08,Paid
5501270,00020,0000200039,Inverness Technologies Oy,SPM-100036,High-temperature control unit type 13,MG15,4000,4000,P01,4010,12.0,L,486.14,CHF,5833.68,2025-07-13,2025-07-25,2025-07-24,460039236,NT30,Approved,BUYER01,BUYER04,3,2025-07-23,Components,Fasteners,Contracted,Preferred,486.14,486.14,Paid
5501275,00010,0000200041,Lakeshore Engineering Sp. z o.o.,SPM-100252,Reinforced valve type 40,MG10,1000,1000,P05,1020,48.0,KG,563.43,EUR,27044.64,2025-07-10,2025-07-25,2025-07-26,460041452,NT30,Approved,BUYER04,BUYER08,1,2025-07-23,Components,Electrical,Contracted,Non-preferred,563.43,563.43,Open
5501275,00020,0000200041,Lakeshore Engineering Sp. z o.o.,SPM-100189,Reinforced filter type 19,MG55,1000,1000,P03,1010,1.0,BOX,835.51,EUR,835.51,2025-07-19,2025-08-02,2025-07-31,460041389,NT45,Approved,BUYER12,BUYER06,2,2025-07-23,Laboratory,Instruments,Contracted,Non-preferred,835.51,835.51,Paid
5501245,00010,0000200025,Thornbury Components SA,SPM-100081,Stainless filter type 28,MG30,5000,5000,P03,5010,393.0,L,411.09,SEK,161558.37,2025-07-19,2025-08-07,2025-08-06,460025281,NT30,Approved,BUYER07,BUYER04,2,2025-07-24,Raw Materials,Metals,Contracted,Preferred,411.09,411.09,Paid
5501245,00020,0000200025,Thornbury Components SA,SPM-100270,Certified housing type 1,MG50,5000,5000,P02,5010,33.0,L,2312.2,SEK,76302.6,2025-07-16,2025-08-08,2025-08-05,460025470,NT60,Approved,BUYER03,BUYER06,2,2025-07-24,Logistics,Couriers,Contracted,Preferred,2312.2,2312.2,Paid
5501253,00010,0000200029,Yarrow Technologies Oy,SPM-100102,High-temperature sensor type 35,MG50,4000,4000,P01,4010,30.0,PC,677.07,CHF,20312.1,2025-07-05,2025-08-11,2025-08-13,460029302,NT45,Approved,BUYER07,BUYER01,1,2025-07-24,Logistics,Freight,Contracted,Preferred,677.07,677.07,Overdue
5501253,00020,0000200029,Yarrow Technologies Oy,SPM-100045,Modular seal ring type 16,MG55,4000,4000,P02,4010,40.0,BOX,424.03,CHF,16961.2,2025-07-07,2025-07-28,2025-08-01,460029245,NT45,Approved,BUYER08,BUYER05,2,2025-07-24,Laboratory,Instruments,Contracted,Preferred,424.03,424.03,Paid
5501253,00030,0000200029,Yarrow Technologies Oy,SPM-100018,Heavy-duty bracket type 7,MG60,4000,4000,P03,4010,20.0,KG,474.27,CHF,9485.4,2025-07-11,2025-07-25,2025-07-27,460029218,NT45,Approved,BUYER10,BUYER04,0,2025-07-24,Professional Services,Audit,Contracted,Preferred,474.27,474.27,Paid
5501258,00010,0000200033,Cresthill Logistics AS,SPM-100231,Industrial adapter type 33,MG25,3000,3000,P01,3010,396.0,BOX,4.47,GBP,1770.12,2025-07-20,2025-08-20,2025-08-22,460033431,NT45,Approved,BUYER13,BUYER14,0,2025-07-24,Packaging,Films,Contracted,Preferred,4.47,4.47,Open
5501258,00020,0000200033,Cresthill Logistics AS,SPM-100249,Recycled membrane type 39,MG20,3000,3000,P01,3010,240.0,EA,30.82,GBP,7396.8,2025-07-10,2025-08-13,2025-08-17,460033449,Z045,Approved,BUYER03,BUYER11,3,2025-07-24,Raw Materials,Metals,Contracted,Preferred,30.82,30.82,Paid
5501258,00030,0000200033,Cresthill Logistics AS,SPM-100285,Recycled relay type 6,MG55,3000,3000,P04,3010,2.0,L,1261.42,GBP,2522.84,2025-07-11,2025-07-31,2025-08-04,460033485,NT30,Approved,BUYER11,BUYER03,0,2025-07-24,Laboratory,Instruments,Contracted,Preferred,1261.42,1261.42,Overdue
5501697,00010,0000200004,Ravenna Systems Inc,SPM-900003,Precision tooling assembly type 2,MG90,4000,4000,P03,4010,12.0,PC,3394.9,CHF,40738.8,2025-07-20,2025-08-03,2025-08-06,460004103,NT30,Approved,BUYER04,BUYER12,0,2025-07-24,Specialised Tooling,Custom Tooling,Contracted,Preferred,3394.9,3394.9,Overdue
5502058,00010,0000200018,Meridian Trading BV,SPM-100300,Industrial terminal block type 11,MG10,3000,3000,P03,3010,21.0,KG,589.28,GBP,12374.88,2025-07-18,2025-08-09,2025-08-12,460018500,NT45,Approved,BUYER12,BUYER06,1,2025-07-24,Components,Electrical,Contracted,Preferred,589.28,589.28,Paid
5501259,00010,0000200034,Dunmore Industrie GmbH,SPM-100225,Insulated membrane type 31,MG30,4000,4000,P04,4010,225.0,BOX,35.71,CHF,8034.75,2025-07-18,2025-08-26,2025-08-24,460034425,NT45,Approved,BUYER01,BUYER05,1,2025-07-25,Raw Materials,Metals,Contracted,Preferred,35.71,35.71,Open
5501259,00020,0000200034,Dunmore Industrie GmbH,SPM-100099,Precision relay type 34,MG35,4000,4000,P01,4010,11.0,L,374.28,CHF,4117.08,2025-07-21,2025-08-28,2025-08-27,460034299,NT30,Approved,BUYER05,BUYER02,2,2025-07-25,Facilities,Cleaning,Contracted,Preferred,374.28,374.28,Paid
5501223,00010,0000200011,Ember Components SA,SPM-100111,Recycled licence pack type 38,MG25,1000,1000,P01,1010,97.0,EA,10.92,EUR,1059.24,2025-07-23,2025-08-04,2025-08-05,460011311,NT60,Approved,BUYER10,BUYER03,3,2025-07-26,Packaging,Films,Contracted,Non-preferred,10.92,10.92,Open
5501243,00010,0000200024,Summit Systems Inc,SPM-100267,Modular filter type 45,MG45,4000,4000,P01,4010,28.0,BOX,97.13,CHF,2719.64,2025-07-19,2025-08-11,2025-08-09,460024467,Z030,Approved,BUYER11,BUYER13,0,2025-07-26,Facilities,Maintenance,Contracted,Preferred,97.13,97.13,Paid
5501243,00020,0000200024,Summit Systems Inc,SPM-100219,Low-friction housing type 29,MG45,4000,4000,P02,4010,43.0,BOX,250.93,CHF,10789.99,2025-07-15,2025-08-09,2025-08-12,460024419,Z030,Approved,BUYER01,BUYER08,2,2025-07-26,Facilities,Energy,Contracted,Preferred,250.93,250.93,Paid
5501214,00010,0000200005,Kestrel Trading BV,SPM-100042,Industrial service block type 15,MG60,5000,5000,P03,5010,26.0,BOX,3181.24,SEK,82712.24,2025-07-21,2025-08-06,2025-08-10,460005242,NT30,Approved,BUYER11,BUYER13,0,2025-07-27,Professional Services,Training,Contracted,Preferred,3181.24,3181.24,Paid
5501214,00020,0000200005,Kestrel Trading BV,SPM-100045,Modular seal ring type 16,MG55,5000,5000,P02,5010,23.0,BOX,5093.06,SEK,117140.38,2025-07-20,2025-08-04,2025-08-03,460005245,Z030,Approved,BUYER01,BUYER07,1,2025-07-27,Laboratory,Instruments,Contracted,Preferred,5093.06,5093.06,Open
5501217,00010,0000200008,Bramble Logistics AS,SPM-100216,Stainless filter type 28,MG41,3000,3000,P02,3010,10.0,BOX,139.94,GBP,1399.4,2025-07-21,2025-08-04,2025-08-03,460008416,Z045,Approved,BUYER04,BUYER10,2,2025-07-27,IT and Telecom,Hardware,Contracted,Preferred,139.94,139.94,Open
5501217,00020,0000200008,Bramble Logistics AS,SPM-100036,High-temperature control unit type 13,MG15,3000,3000,P04,3010,38.0,L,436.3,GBP,16579.4,2025-07-13,2025-08-01,2025-08-04,460008236,NT60,Approved,BUYER05,BUYER11,3,2025-07-27,Components,Fasteners,Contracted,Preferred,436.3,436.3,Paid
5501217,00030,0000200008,Bramble Logistics AS,SPM-100021,Heavy-duty pallet type 8,MG55,3000,3000,P01,3010,7.0,EA,1403.21,GBP,9822.47,2025-07-20,2025-08-28,2025-08-27,460008221,Z030,Approved,BUYER10,BUYER07,2,2025-07-27,Laboratory,Consumables,Contracted,Preferred,1403.21,1403.21,Open
5501222,00010,0000200010,Driftwood Engineering Sp. z o.o.,SPM-100156,Stainless actuator type 8,MG10,5000,5000,P03,5010,21.0,EA,8270.5,SEK,173680.5,2025-07-17,2025-08-05,2025-08-03,460010356,NT30,Approved,BUYER10,BUYER13,3,2025-07-27,Components,Fasteners,Contracted,Preferred,8270.5,8270.5,Open
5501263,00010,0000200036,Foxglove Trading BV,SPM-100249,Recycled membrane type 39,MG20,1000,1000,P02,1010,38.0,EA,36.09,EUR,1371.42,2025-07-14,2025-08-21,2025-08-18,460036449,NT30,Approved,BUYER04,BUYER12,0,2025-07-27,Raw Materials,Metals,Contracted,Non-preferred,36.09,36.09,Open
5501653,00010,0000200002,Bluepeak Logistics AS,SPM-100222,Stainless service block type 30,MG50,2000,2000,P05,2020,76.0,KG,922.28,USD,70093.28,2025-07-11,2025-08-02,2025-08-03,,NT60,Approved,BUYER10,BUYER13,0,2025-07-27,Logistics,Couriers,Not contracted,Preferred,922.28,922.28,Paid
5501772,00010,0000200054,Alderford Technologies Oy,SPM-100108,Stainless membrane type 37,MG10,4000,4000,P03,4010,1.0,PC,571.61,CHF,571.61,2025-07-07,2025-08-07,2025-08-06,,Z030,Approved,BUYER04,BUYER05,0,2025-07-27,Components,Mechanical,Not contracted,Non-preferred,571.61,571.61,Paid
5501215,00010,0000200006,Alpenrose Technologies Oy,SPM-100324,Stainless pulley type 19,MG15,1000,1000,P05,1020,47.0,EA,601.04,EUR,28248.88,2025-07-19,2025-08-11,2025-08-11,460006524,Z030,Approved,BUYER11,BUYER01,2,2025-07-28,Components,Mechanical,Contracted,Non-preferred,601.04,601.04,Paid
5501215,00020,0000200006,Alpenrose Technologies Oy,SPM-100312,Insulated pallet type 15,MG41,1000,1000,P01,1020,3.0,BOX,925.13,EUR,2775.39,2025-07-24,2025-08-19,2025-08-22,460006512,NT60,Approved,BUYER01,BUYER08,0,2025-07-28,IT and Telecom,Hardware,Contracted,Non-preferred,925.13,925.13,Paid
5501215,00030,0000200006,Alpenrose Technologies Oy,SPM-100303,Low-friction pulley type 12,MG25,1000,1000,P02,1010,330.0,PC,8.37,EUR,2762.1,2025-07-22,2025-08-13,2025-08-10,460006503,NT30,Approved,BUYER13,BUYER07,1,2025-07-28,Packaging,Cartons,Contracted,Non-preferred,8.37,8.37,Paid
5501233,00010,0000200018,Meridian Trading BV,SPM-100111,Recycled licence pack type 38,MG25,3000,3000,P04,3010,167.0,EA,9.47,GBP,1581.49,2025-07-12,2025-07-29,2025-07-31,460018311,NT60,Approved,BUYER09,BUYER08,3,2025-07-28,Packaging,Films,Contracted,Preferred,9.47,9.47,Paid
5501233,00020,0000200018,Meridian Trading BV,SPM-100174,Compact valve type 14,MG50,3000,3000,P03,3010,12.0,BOX,91.16,GBP,1093.92,2025-07-16,2025-08-18,2025-08-17,460018374,NT45,Approved,BUYER01,BUYER07,0,2025-07-28,Logistics,Couriers,Contracted,Preferred,91.16,91.16,Paid
5501304,00010,0000200022,Quarry Supply Ltd,SPM-100129,Stainless licence pack type 44,MG30,2000,2000,P01,2020,358.0,L,17.72,USD,6343.76,2025-07-29,2025-08-29,2025-08-27,460022329,NT30,Approved,BUYER04,BUYER10,2,2025-08-01,Raw Materials,Metals,Contracted,Preferred,17.72,17.72,Overdue
5501304,00020,0000200022,Quarry Supply Ltd,SPM-100198,Insulated housing type 22,MG50,2000,2000,P04,2010,16.0,BOX,755.51,USD,12088.16,2025-07-26,2025-08-08,2025-08-12,460022398,Z030,Approved,BUYER02,BUYER05,3,2025-08-01,Logistics,Warehousing,Contracted,Preferred,755.51,755.51,Paid
5501304,00030,0000200022,Quarry Supply Ltd,SPM-100228,Modular seal ring type 32,MG15,2000,2000,P05,2010,1.0,KG,973.54,USD,973.54,2025-07-19,2025-08-26,2025-08-25,460022428,NT45,Approved,BUYER03,BUYER08,2,2025-08-01,Components,Fasteners,Contracted,Preferred,973.54,973.54,Open
5501308,00010,0000200024,Summit Systems Inc,SPM-100033,Stainless control unit type 12,MG30,4000,4000,P01,4010,122.0,L,43.48,CHF,5304.56,2025-07-29,2025-09-01,2025-09-01,460024233,NT45,Approved,BUYER04,BUYER13,2,2025-08-01,Raw Materials,Metals,Contracted,Preferred,43.48,43.48,Paid
5501308,00020,0000200024,Summit Systems Inc,SPM-100219,Low-friction housing type 29,MG45,4000,4000,P01,4010,11.0,BOX,248.57,CHF,2734.27,2025-07-20,2025-08-05,2025-08-06,460024419,NT30,Approved,BUYER12,BUYER06,2,2025-08-01,Facilities,Energy,Contracted,Preferred,248.57,248.57,Overdue
